Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
F,C,Y,19,93,71,15,46
F,A,Y,27,84,66,21,32
F,B,Y,26,77,72,20,62
M,C,M,63,29,67,49,36
M,E,O,78,75,65,61,49
M,A,M,52,89,67,40,38
F,D,O,77,21,79,60,24
M,B,M,58,40,65,45,46
F,A,O,70,20,75,54,43
M,B,U,9,38,22,7,66
M,B,Y,25,65,64,19,55
F,A,U,6,120,15,5,27
F,E,U,14,113,28,11,45
M,B,O,95,38,75,74,52
M,E,M,61,25,72,47,38
F,A,Y,28,82,62,22,32
M,D,U,12,46,15,9,46
M,D,U,14,55,31,11,45
M,B,U,14,82,26,11,20
M,A,O,89,37,63,69,47
F,B,O,87,22,76,68,41
F,D,Y,19,79,59,15,44
F,C,Y,19,88,74,15,44
M,D,U,6,62,14,5,48
M,A,M,63,47,70,49,41
F,A,O,83,38,70,65,46
M,D,M,53,74,65,41,32
F,D,M,54,51,64,42,32
M,A,O,67,110,61,52,42
M,E,U,14,24,22,11,29
F,C,M,54,41,65,42,42
M,E,U,13,40,27,10,25
F,B,M,44,54,60,34,25
F,A,U,13,100,22,10,28
F,C,O,95,34,70,74,33
F,C,M,45,41,83,35,37
F,A,O,84,23,53,65,46
F,B,O,66,35,70,51,15
M,E,Y,29,37,63,23,34
M,D,O,93,53,67,72,19
M,E,O,86,107,62,67,25
F,D,Y,35,97,79,27,38
F,B,M,42,60,47,33,59
F,A,U,8,114,21,6,27
M,E,U,11,53,18,9,49
M,C,Y,25,44,75,19,40
M,D,Y,23,119,57,18,42
F,C,O,79,43,69,61,49
F,C,U,12,113,16,9,53
M,C,U,6,83,19,5,51
F,C,Y,21,84,53,16,22
M,A,Y,31,42,62,24,33
M,D,Y,35,116,67,27,38
M,C,Y,28,79,78,22,42
F,B,M,47,48,64,37,48
M,B,M,46,37,73,36,60
F,E,U,14,120,13,11,35
F,B,Y,33,70,86,26,30
M,B,M,63,33,51,49,57
F,E,U,15,95,16,12,29
F,D,U,14,114,17,11,45
M,C,U,6,62,23,5,29
F,E,U,8,94,16,6,43
M,D,M,63,48,67,49,29
M,D,Y,204,73,63,159,66
F,A,U,10,103,21,8,27
F,C,Y,29,73,62,23,23
F,D,M,207,65,77,161,53
M,A,M,53,98,65,41,38
F,C,U,13,105,14,10,46
F,A,U,10,117,12,8,27
F,D,M,61,64,81,47,30
F,C,O,69,28,54,54,50
M,A,Y,26,69,55,20,31
F,E,M,55,56,63,43,35
M,D,Y,31,88,61,24,40
F,C,O,93,39,65,72,57
M,B,O,85,70,81,66,49
M,A,Y,34,53,66,26,33
F,B,O,74,20,67,58,31
F,D,M,42,61,91,33,36
F,B,U,13,98,15,10,48
M,D,Y,27,84,61,21,41
F,C,U,8,117,23,6,28
M,C,M,59,94,53,46,27
F,D,Y,21,98,69,16,43
M,E,O,94,95,73,73,44
M,D,U,5,65,11,4,48
M,B,O,82,69,61,64,31
F,A,M,63,57,67,49,41
F,D,U,12,104,14,9,46
F,D,M,64,57,64,50,29
F,D,M,46,64,63,36,35
F,A,U,10,94,22,8,27
F,C,M,46,60,74,36,24
M,C,U,12,36,16,9,60
M,B,M,45,74,67,35,47
F,D,O,91,36,65,71,20
M,E,O,81,106,69,63,35
F,C,M,49,65,71,38,37
F,A,O,74,39,76,58,43
M,A,O,80,110,61,62,45
M,D,O,93,95,76,72,19
M,A,O,82,76,65,64,45
F,B,Y,30,94,61,23,65
M,E,U,14,36,25,11,46
M,A,M,60,65,74,47,40
M,C,M,45,110,55,35,21
F,D,O,86,44,68,67,21
F,C,M,57,40,63,44,37
F,E,O,76,27,68,59,45
M,A,U,10,77,21,8,27
M,E,U,6,27,24,5,43
F,B,M,44,44,57,34,30
F,D,O,72,30,69,56,26
F,A,M,51,64,60,40,38
M,C,M,47,91,61,37,49
F,A,U,8,107,17,6,27
F,D,M,60,60,68,47,30
F,C,Y,31,86,69,24,24
F,D,Y,27,86,61,21,41
F,A,Y,30,82,54,23,33
F,D,O,98,31,56,76,17
M,E,U,11,49,21,9,34
M,B,Y,34,67,70,26,43
M,A,U,6,93,39,5,27
F,D,M,59,44,59,46,30
M,E,U,12,51,17,9,39
M,B,M,45,30,67,35,68
F,E,U,10,109,21,8,45
M,B,U,12,41,11,9,20
F,D,U,7,98,17,5,48
F,E,O,95,28,69,74,47
F,D,M,59,49,81,46,30
F,C,O,66,37,51,51,31
F,B,M,41,59,58,32,54
F,A,U,9,97,8,7,27
F,C,Y,18,63,70,14,37
F,C,U,14,107,25,11,37
F,E,O,71,39,58,55,43
F,C,M,41,58,62,32,46
M,A,Y,27,47,61,21,32
F,D,Y,22,61,61,17,43
F,A,O,79,38,65,61,45
M,A,Y,25,39,75,19,31
M,D,O,81,109,58,63,23
M,D,O,87,118,55,68,21
M,A,O,68,69,71,53,42
M,E,O,77,64,59,60,47
F,B,U,11,101,22,9,15
F,E,U,8,102,23,6,42
F,E,U,13,108,27,10,46
M,B,O,94,57,90,73,50
F,C,M,50,58,61,39,21
M,A,M,51,96,71,40,38
M,C,Y,26,106,66,20,32
F,D,Y,34,71,65,26,39
M,D,Y,16,98,74,12,45
F,D,U,7,114,19,5,48
M,B,M,50,86,66,39,42
M,D,Y,20,99,53,16,43
M,B,O,93,48,75,72,57
M,D,O,73,86,60,57,26
F,E,Y,27,63,67,21,32
F,A,O,74,24,70,58,43
M,B,M,63,49,68,49,68
F,E,U,6,93,27,5,42
M,E,M,44,86,55,34,45
M,D,Y,17,72,62,13,44
M,E,Y,27,50,50,21,39
M,D,O,67,26,60,52,28
F,E,U,9,97,13,7,28
M,E,Y,36,43,48,28,45
M,D,O,82,30,73,64,23
F,C,M,58,52,74,45,43
F,A,M,58,59,72,45,39
M,D,Y,30,83,60,23,40
M,B,M,49,74,58,38,33
M,C,M,43,27,68,33,26
F,D,Y,35,100,60,27,38
M,C,Y,31,92,69,24,47
M,E,M,52,98,67,40,26
M,C,O,90,64,79,70,53
F,D,U,12,99,28,9,46
F,D,O,78,25,65,61,24
M,B,M,62,93,50,48,19
M,A,U,5,78,24,4,26
F,A,U,8,118,25,6,27
F,A,Y,21,81,77,16,30
M,A,U,12,103,20,9,28
F,B,M,51,56,55,40,20
M,A,O,85,68,75,66,46
M,C,U,10,85,8,8,43
M,B,U,13,112,22,10,33
M,D,M,53,31,60,41,32
F,E,U,14,118,25,11,40
M,C,Y,27,94,69,21,22
F,D,O,84,27,64,65,22
F,A,Y,17,61,56,13,29
M,A,O,93,39,66,72,48
F,B,O,85,31,50,66,20
F,A,M,58,44,52,45,39
M,B,O,87,29,78,68,19
M,A,Y,35,35,79,27,34
M,D,U,12,98,19,9,46
M,A,Y,25,35,61,19,31
M,A,M,60,82,65,47,40
F,C,Y,16,60,63,12,23
M,A,O,68,70,88,53,42
M,D,Y,23,85,69,18,42
F,A,M,58,49,80,45,39
M,B,Y,23,79,66,18,37
M,D,Y,30,119,67,23,40
M,A,O,75,106,74,58,44
M,C,Y,33,86,57,26,26
M,E,Y,20,45,70,16,41
M,A,O,89,85,60,69,47
M,E,O,79,62,81,61,37
M,C,M,58,33,68,45,34
M,E,Y,38,43,54,30,39
F,B,M,62,48,76,48,40
M,D,O,95,57,65,74,18
M,B,O,82,118,65,64,26
M,C,M,55,95,64,43,24
F,B,U,8,119,19,6,68
F,D,Y,32,99,62,25,39
F,D,M,46,60,67,36,35
F,C,Y,39,75,69,30,20
F,B,O,77,38,75,60,27
M,C,M,55,112,68,43,52
F,E,U,7,108,13,5,48
F,A,Y,27,78,78,21,32
F,A,O,85,31,70,66,46
F,E,Y,32,69,70,25,34
F,D,Y,37,93,70,29,38
M,E,Y,34,107,56,26,46
M,C,Y,36,44,68,28,46
M,C,O,76,49,68,59,31
M,C,U,6,115,13,5,27
F,D,Y,33,100,52,26,39
F,B,Y,23,93,70,18,59
F,D,O,73,43,76,57,26
F,E,O,92,24,77,72,33
M,A,U,15,112,20,12,29
M,A,M,59,90,49,46,40
F,A,M,50,45,55,39,37
F,B,Y,18,92,55,14,46
M,B,M,51,26,51,40,20
M,E,M,52,47,63,40,26
F,A,M,61,53,69,47,40
F,D,Y,20,84,76,16,43
M,E,U,8,52,18,6,38
M,D,U,13,66,25,10,46
M,A,M,55,85,51,43,39
M,D,Y,27,83,73,21,41
F,D,Y,20,71,48,16,43
F,B,M,59,50,71,46,39
F,D,U,15,118,11,12,45
M,D,Y,27,60,79,21,41
M,B,O,70,63,64,54,16
F,D,Y,38,65,72,30,37
F,D,M,41,41,67,32,36
F,B,U,6,111,13,5,62
F,C,M,52,54,48,40,36
F,E,Y,25,82,71,19,43
M,E,U,12,53,30,9,40
M,D,O,98,21,71,76,17
M,E,O,73,103,70,57,35
M,A,U,13,21,30,10,28
M,A,U,14,24,9,11,29
M,B,U,8,88,10,6,35
F,A,O,89,29,66,69,47
F,D,U,7,98,23,5,48
M,D,U,13,62,17,10,46
M,A,Y,25,76,79,19,31
M,D,O,80,83,67,62,23
F,B,U,10,98,25,8,31
F,A,M,48,48,57,37,37
F,D,M,49,42,71,38,34
F,B,M,204,44,63,159,23
F,D,O,69,20,76,54,27
F,B,O,84,29,56,65,34
F,C,Y,29,71,57,23,35
F,D,Y,21,93,61,16,43
M,A,Y,34,47,78,26,33
M,D,U,14,43,22,11,45
M,E,U,14,37,15,11,32
F,D,Y,35,85,57,27,38
M,B,Y,19,92,51,15,31
F,E,M,56,62,58,44,33
M,B,Y,37,97,64,29,47
F,C,U,15,112,13,12,30
F,E,Y,19,91,67,15,27
F,D,U,6,109,23,5,48
F,B,U,7,105,29,5,26
F,D,O,86,22,59,67,21
M,C,O,78,27,70,61,51
M,D,M,50,55,70,39,33
M,D,M,41,59,70,32,36
M,C,O,74,89,62,58,39
M,B,U,13,61,15,10,22
F,B,O,77,41,76,60,28
F,A,Y,19,67,73,15,30
F,A,U,5,114,20,4,26
F,C,O,92,24,63,72,44
F,A,M,55,46,71,43,39
M,C,M,54,26,64,42,50
F,A,O,69,27,62,54,42
F,D,U,15,106,25,12,45
M,A,Y,31,116,68,24,33
M,B,U,5,105,21,4,67
M,A,Y,24,112,54,19,31
M,E,M,51,56,69,40,30
F,B,O,80,42,75,62,38
F,E,M,48,43,69,37,49
M,E,Y,22,23,69,17,38
F,D,O,78,24,78,61,24
F,D,O,91,32,74,71,20
M,E,O,97,83,77,75,42
F,D,U,7,99,13,5,48
F,D,Y,33,96,69,26,39
M,B,Y,16,69,70,12,52
F,E,U,12,105,9,9,35
M,B,Y,20,33,77,16,33
F,B,M,47,59,71,37,17
F,E,U,10,97,22,8,37
M,B,M,201,102,69,156,35
M,A,M,63,56,50,49,41
F,C,O,89,32,56,69,29
M,A,U,9,111,22,7,27
M,A,Y,26,38,60,20,31
F,D,O,83,36,70,65,22
F,D,Y,23,81,66,18,42
F,C,M,49,59,77,38,42
F,C,M,45,40,69,35,49
M,E,O,76,75,66,59,29
M,B,Y,24,110,67,19,32
M,D,O,86,109,62,67,21
F,A,M,63,57,60,49,41
F,D,Y,37,90,78,29,38
F,A,Y,19,81,69,15,30
F,B,U,14,113,26,11,53
M,E,M,44,56,59,34,49
M,E,M,58,43,57,45,37
F,A,O,100,34,60,78,50
M,A,O,82,47,75,64,45
F,E,Y,19,85,76,15,37
M,E,M,45,43,41,35,36
F,E,U,6,90,25,5,38
F,C,M,63,46,63,49,36
F,C,O,79,33,67,61,35
M,E,U,5,38,31,4,26
M,A,O,90,57,75,70,47
F,E,Y,38,64,54,30,29
M,C,M,62,100,52,48,21
M,C,U,12,96,20,9,43
F,D,Y,21,63,48,16,43
M,B,Y,18,90,61,14,31
M,B,U,10,69,13,8,35
F,E,M,42,51,63,33,29
F,B,U,7,110,12,5,36
F,B,Y,23,97,92,18,56
F,C,M,43,43,56,33,55
F,D,O,96,42,71,75,18
F,B,M,40,43,70,31,32
M,D,O,94,52,73,73,19
M,E,O,95,103,63,74,38
M,E,U,10,55,23,8,48
F,D,M,61,49,76,47,30
F,E,U,14,116,28,11,28
F,D,O,97,24,61,75,18
M,A,O,79,82,63,61,45
F,A,M,43,51,57,33,36
F,B,M,48,52,58,37,42
F,C,Y,34,99,69,26,28
M,E,O,83,93,56,65,46
F,A,M,56,48,70,44,39
F,B,M,55,42,72,43,45
F,C,Y,24,68,61,19,52
F,D,U,14,102,19,11,45
F,B,Y,23,98,63,18,32
M,B,U,5,23,26,4,68
M,D,M,56,119,69,44,31
F,C,U,7,103,23,5,58
F,E,Y,26,76,75,20,44
F,B,Y,22,93,58,17,28
F,D,M,42,59,65,33,36
F,D,U,8,105,14,6,47
M,C,U,13,94,20,10,45
M,D,U,9,38,23,7,47
M,C,Y,31,75,59,24,56
F,D,U,5,100,30,4,48
F,D,U,12,90,19,9,46
M,D,M,53,26,64,41,32
M,E,U,6,34,23,5,41
M,E,O,206,71,78,160,44
M,E,O,93,65,63,72,43
F,E,O,76,36,63,59,33
M,A,O,94,114,76,73,49
F,D,U,14,97,16,11,45
F,A,M,59,50,69,46,40
F,A,M,55,43,65,43,39
F,D,M,49,62,70,38,34
F,C,U,13,119,33,10,59
F,C,U,12,95,21,9,55
F,B,Y,32,74,57,25,36
M,E,Y,36,92,77,28,47
M,B,U,5,80,20,4,25
F,C,Y,21,66,71,16,38
F,E,O,65,33,77,51,48
M,D,O,67,26,61,52,28
F,B,M,62,44,55,48,36
F,D,Y,17,90,64,13,44
M,A,U,8,101,22,6,27
F,B,Y,29,79,59,23,65
F,E,M,41,46,63,32,39
M,B,Y,21,21,64,16,26
M,D,Y,17,97,68,13,44
F,B,U,11,117,27,9,53
M,E,M,41,20,58,32,44
M,E,Y,19,97,62,15,44
M,D,M,57,65,55,44,31
F,B,M,53,57,63,41,56
M,A,M,59,86,70,46,40
F,A,U,11,110,24,9,28
M,B,U,11,114,16,9,62
M,B,M,58,33,65,45,20
F,A,O,78,27,72,61,45
M,E,Y,19,79,63,15,44
F,A,M,43,58,78,33,36
F,C,O,87,30,61,68,54
F,C,O,82,39,66,64,57
F,C,U,12,92,18,9,43
F,C,Y,18,75,68,14,46
M,E,O,90,85,64,70,38
F,E,O,87,29,64,68,47
F,B,O,89,30,65,69,26
M,C,Y,23,93,77,18,37
F,A,Y,36,78,67,28,34
F,D,O,85,28,80,66,22
F,D,Y,27,81,53,21,41
M,A,U,7,24,25,5,27
M,D,M,52,43,61,40,33
M,E,M,43,62,64,33,36
M,D,O,97,89,69,75,18
M,E,M,60,98,50,47,31
F,A,M,64,44,63,50,41
F,A,Y,21,75,64,16,30
F,B,Y,26,94,64,20,28
F,D,M,47,64,56,37,34
M,B,Y,39,47,77,30,17
M,D,M,41,55,75,32,36
M,D,M,47,60,63,37,34
F,E,Y,29,94,62,23,25
M,D,Y,38,98,76,30,37
M,D,O,73,25,78,57,26
F,C,U,13,116,25,10,36
M,E,O,100,66,71,78,27
M,A,U,14,52,26,11,29
F,D,U,9,94,19,7,47
F,E,O,74,43,65,58,47
M,A,Y,17,60,65,13,29
F,A,O,86,35,65,67,47
M,A,O,84,116,65,65,46
M,D,U,9,63,23,7,47
M,D,Y,28,116,74,22,41
M,D,Y,36,74,54,28,38
F,C,O,79,39,64,61,36
M,D,U,10,38,30,8,47
M,C,O,89,65,66,69,38
M,C,M,44,51,50,34,49
F,D,O,90,35,57,70,20
M,B,U,15,22,28,12,24
M,E,U,12,21,19,9,44
M,E,Y,22,30,71,17,45
M,B,U,6,26,16,5,52
M,C,O,97,77,83,75,46
F,E,O,89,37,68,69,43
M,C,M,48,45,63,37,53
F,B,U,200,109,15,156,22
M,B,M,43,42,67,33,64
F,A,O,70,33,76,54,43
F,A,O,98,37,78,76,49
F,D,U,12,111,20,9,46
F,A,O,83,35,68,65,46
F,E,O,74,25,77,58,32
M,B,Y,22,96,57,17,52
M,B,Y,24,28,59,19,29
F,C,Y,20,95,55,16,27
M,B,Y,16,107,67,12,35
F,C,O,78,27,57,61,32
F,A,Y,203,68,74,158,30
F,E,Y,30,85,59,23,33
M,B,U,7,117,21,5,52
F,D,Y,36,92,61,28,38
M,D,Y,28,23,62,22,41
F,C,M,52,63,56,40,44
M,D,Y,33,52,69,26,39
M,C,M,54,115,58,42,33
F,A,U,10,95,13,8,27
F,C,U,9,103,16,7,57
F,D,U,9,111,20,7,47
F,E,M,51,45,80,40,35
M,E,O,81,97,60,63,49
F,E,Y,21,83,69,16,38
M,E,M,41,60,61,32,49
M,D,M,56,101,70,44,31
M,E,M,64,84,69,50,49
M,B,M,57,80,77,44,63
M,C,O,81,73,66,63,52
M,E,O,82,62,82,64,40
M,B,Y,34,27,68,26,17
F,D,Y,34,96,70,26,39
F,D,U,7,120,25,5,48
M,C,M,58,84,55,45,56
F,D,O,75,39,69,58,25
M,C,M,52,81,66,40,29
F,B,Y,24,87,62,19,34
M,B,O,68,76,77,53,48
F,B,Y,34,71,78,26,39
F,C,O,71,22,65,55,44
F,E,U,6,90,21,5,43
F,E,U,11,111,21,9,48
M,E,M,47,48,70,37,34
F,E,M,44,58,58,34,33
M,A,O,85,110,80,66,46
M,D,O,74,97,73,58,25
F,E,O,84,40,74,65,35
M,C,O,78,119,61,61,46
F,A,U,14,94,7,11,29
F,E,Y,31,74,56,24,25
M,B,Y,27,64,70,21,24
M,D,M,47,30,69,37,34
M,E,U,6,46,22,5,50
F,B,U,12,93,25,9,27
F,B,O,92,24,72,72,44
M,C,M,46,111,53,36,42
M,C,Y,35,32,63,27,44
F,C,O,86,31,73,67,33
F,D,Y,29,82,61,23,40
F,B,M,61,54,74,47,48
M,C,U,11,93,18,9,27
F,C,O,87,32,73,68,20
M,D,M,49,119,65,38,34
F,A,M,63,45,62,49,41
F,D,Y,28,99,61,22,41
F,E,U,7,99,21,5,36
F,C,O,84,41,77,65,59
F,E,M,53,43,62,41,46
M,C,U,8,66,21,6,59
M,C,M,58,112,65,45,36
F,C,M,41,46,61,32,48
F,B,U,10,95,16,8,15
M,B,O,97,86,61,75,33
M,E,Y,32,23,82,25,27
M,C,O,79,108,60,61,49
F,A,M,40,63,55,31,35
M,C,U,207,75,26,161,21
F,E,M,58,42,60,45,29
F,C,M,55,55,63,43,35
M,A,O,66,57,64,51,41
M,B,U,5,117,26,4,48
M,D,U,6,73,17,5,48
M,E,U,9,39,15,7,40
F,E,O,66,43,72,51,33
F,E,O,88,22,61,68,48
F,D,U,11,92,25,9,46
F,E,O,78,21,77,61,29
F,C,U,11,103,32,9,28
M,B,M,44,114,57,34,68
M,C,M,201,54,61,156,39
M,D,Y,20,26,61,16,43
M,A,M,57,59,61,44,39
F,A,Y,18,89,48,14,29
F,E,O,82,27,76,64,35
M,B,U,15,114,13,12,41
M,C,M,40,105,64,31,20
F,B,Y,34,98,69,26,40
M,B,O,80,27,75,62,25
M,C,M,61,74,71,47,42
M,C,O,83,87,60,65,27
F,B,U,12,113,23,9,29
M,B,M,52,83,70,40,32
M,D,U,11,26,18,9,46
F,D,O,91,37,63,71,20
F,A,U,6,116,23,5,27
M,E,U,12,55,20,9,32
F,A,O,94,40,67,73,49
F,D,Y,34,75,56,26,39
M,C,M,49,37,60,38,46
M,D,U,6,31,16,5,48
F,E,M,63,42,54,49,31
M,C,Y,23,110,67,18,56
F,B,Y,37,63,63,29,52
M,E,U,15,32,23,12,36
M,B,M,40,112,56,31,68
M,C,Y,21,75,69,16,24
M,D,M,45,94,56,35,35
M,B,M,52,84,78,40,68
F,C,Y,30,79,66,23,59
F,E,O,83,32,70,65,36
M,A,O,67,28,79,52,42
F,E,Y,29,70,70,23,37
M,C,M,61,65,70,47,50
F,A,U,11,108,29,9,28
M,C,O,71,112,75,55,45
F,E,O,90,27,71,70,30
F,B,Y,32,77,73,25,43
F,A,M,50,54,63,39,37
M,E,Y,21,76,60,16,35
M,A,M,45,87,68,35,36
M,D,U,7,31,24,5,48
M,E,M,54,63,51,42,37
M,D,M,205,82,71,159,29
F,C,Y,29,74,64,23,36
M,D,O,98,78,61,76,17
F,D,Y,17,98,66,13,44
F,B,U,7,119,13,5,58
M,A,O,98,79,70,76,49
M,C,U,6,47,15,5,21
F,D,U,8,104,32,6,47
M,A,U,6,32,18,5,27
F,B,Y,27,90,72,21,51
M,E,U,6,52,17,5,32
M,A,O,99,36,63,77,50
M,D,U,13,67,8,10,46
F,B,M,63,55,55,49,41
M,D,O,94,98,77,73,19
F,E,U,8,111,17,6,47
M,B,U,9,82,16,7,66
F,D,O,98,42,72,76,17
M,D,Y,35,89,67,27,38
M,C,Y,20,106,72,16,40
M,D,Y,30,31,61,23,40
M,B,U,12,109,27,9,69
F,B,M,53,54,55,41,20
M,E,M,60,44,73,47,48
F,E,M,50,40,60,39,30
F,D,O,79,43,51,61,24
M,D,O,96,97,67,75,18
M,E,U,13,29,17,10,28
M,A,O,78,58,71,61,45
M,B,Y,35,112,62,27,41
F,E,M,46,44,74,36,36
F,A,U,11,109,23,9,28
M,E,O,73,103,52,57,42
F,E,Y,26,76,68,20,27
F,B,U,14,115,17,11,70
M,B,U,12,75,18,9,49
M,B,U,6,106,22,5,17
F,E,U,7,103,15,5,46
F,E,Y,26,97,69,20,47
F,E,U,5,92,21,4,40
F,B,Y,26,86,50,20,50
F,A,Y,36,70,86,28,34
M,E,Y,17,117,74,13,42
F,A,U,14,116,20,11,29
F,B,Y,17,93,67,13,39
M,E,O,65,94,68,51,38
F,A,U,7,95,19,5,27
F,E,M,62,41,62,48,43
F,A,Y,207,69,68,161,36
M,E,O,72,64,67,56,35
F,D,M,61,57,68,47,30
M,B,M,58,26,63,45,34
F,B,Y,31,95,64,24,55
M,A,U,12,113,25,9,28
M,A,U,10,54,18,8,27
F,B,Y,25,81,71,19,40
F,E,M,52,49,51,40,36
M,E,Y,22,105,57,17,27
F,A,M,204,56,59,159,36
M,C,M,59,115,57,46,56
M,D,O,75,82,69,58,25
F,B,M,56,50,60,44,61
M,D,Y,19,63,68,15,44
F,B,U,12,104,20,9,48
M,B,U,8,48,25,6,15
F,A,U,9,106,20,7,27
M,D,Y,17,23,63,13,44
F,C,M,60,53,61,47,31
F,B,U,12,103,23,9,34
M,E,Y,33,118,73,26,35
M,E,M,51,98,62,40,45
M,D,Y,31,66,62,24,40
F,A,U,10,95,27,8,27
M,A,Y,23,54,54,18,31
M,C,M,45,60,66,35,38
M,A,M,45,32,74,35,36
M,D,Y,20,120,64,16,43
M,C,M,46,62,50,36,54
M,E,Y,30,98,73,23,33
M,E,Y,36,21,50,28,45
F,E,Y,23,68,74,18,46
F,D,U,10,105,9,8,47
M,A,O,83,77,60,65,46
F,C,O,68,39,75,53,57
F,C,U,7,113,25,5,58
F,D,Y,28,69,58,22,41
M,C,Y,32,100,80,25,55
F,C,Y,24,97,66,19,23
M,E,Y,34,119,62,26,41
M,B,O,75,108,73,58,48
F,C,Y,32,88,72,25,35
F,A,M,49,65,50,38,37
M,B,Y,23,63,60,18,69
F,A,Y,25,66,79,19,31
M,C,O,97,89,74,75,59
F,D,M,43,64,71,33,36
F,B,O,89,41,63,69,38
F,E,M,45,63,63,35,43
M,E,U,9,50,14,7,46
F,E,O,72,42,77,56,45
M,C,Y,38,114,67,30,39
M,C,O,209,113,65,163,57
F,C,O,65,30,62,51,53
M,D,U,10,41,15,8,47
M,E,U,9,57,15,7,45
M,A,U,8,92,24,6,27
M,B,O,91,116,55,71,64
M,A,U,206,49,17,160,63
M,C,M,61,99,63,47,27
M,E,M,53,50,64,41,46
F,B,Y,22,73,66,17,42
M,C,Y,18,56,54,14,22
M,E,Y,38,45,69,30,31
M,E,O,72,65,61,56,38
F,C,U,10,111,19,8,54
M,A,Y,207,94,73,161,42
M,C,O,67,119,70,52,45
M,B,O,83,70,63,65,49
M,B,O,86,107,74,67,48
F,A,U,10,98,26,8,27
F,B,Y,32,77,68,25,25
F,A,O,80,38,71,62,45
F,C,M,58,49,64,45,47
M,E,O,68,78,71,53,36
M,A,M,61,114,53,47,40
M,C,M,45,60,64,35,35
M,D,M,41,116,66,32,36
F,C,U,15,114,22,12,28
M,B,M,50,112,72,39,57
M,A,M,60,36,70,47,40
M,C,O,79,64,60,61,48
F,B,O,69,22,73,54,17
M,D,U,11,32,22,9,46
F,C,O,93,26,60,72,31
F,B,M,46,51,83,36,70
M,C,O,81,110,69,63,26
M,A,Y,34,43,57,26,33
F,A,Y,22,96,49,17,31
M,D,U,8,111,21,6,47
F,D,O,95,26,71,74,18
M,A,M,55,76,62,43,39
M,D,Y,33,76,51,26,39
F,D,M,54,45,65,42,32
M,C,U,15,95,26,12,52
F,D,Y,21,98,75,16,43
F,B,M,62,49,65,48,18
F,E,O,66,41,68,51,30
F,D,O,88,23,67,68,21
F,A,Y,16,67,59,12,29
M,B,M,47,61,52,37,34
F,A,U,14,92,20,11,29
M,C,O,65,120,54,51,54
M,C,O,94,46,67,56.99932675,23
M,E,U,8,26,7,6,35
F,C,O,79,39,77,61,45
F,A,O,66,21,67,51,41
M,D,M,58,63,77,45,31
F,C,U,12,117,26,9,45
M,C,M,50,41,60,39,53
F,B,Y,37,74,63,29,34
M,B,O,67,54,81,52,36
M,D,U,8,53,28,6,47
M,E,M,54,97,72,42,44
M,A,O,66,39,73,51,41
F,D,Y,27,65,79,21,41
M,A,U,9,106,24,7,27
M,C,U,11,34,25,9,45
F,C,M,50,56,61,39,56
F,E,M,63,58,68,49,47
M,D,U,11,108,25,9,46
F,A,O,99,38,76,77,50
F,C,U,6,104,8,5,25
M,A,U,12,100,19,9,28
F,E,Y,30,68,57,23,48
M,E,M,45,80,62,35,43
F,E,O,84,24,85,65,37
M,B,O,85,45,73,66,55
M,A,O,88,62,64,68,47
M,C,M,57,112,81,44,60
F,E,M,51,55,57,40,48
M,A,O,72,27,60,56,43
F,D,U,10,114,28,8,47
F,C,Y,28,89,68,22,36
M,B,M,57,84,56,44,38
M,B,M,40,63,82,31,69
M,E,O,95,91,75,74,39
F,D,O,72,30,35,56,26
F,C,U,10,116,26,8,30
M,B,Y,35,100,67,27,63
M,E,O,98,84,69,76,49
F,D,Y,31,72,84,24,40
M,A,M,61,81,57,47,40
F,B,M,46,43,70,36,58
F,B,Y,29,77,70,23,30
M,A,M,55,75,61,43,39
M,C,U,7,24,23,5,21
F,A,M,52,53,64,40,38
M,B,O,76,116,59,59,27
F,D,U,14,117,21,11,45
M,B,O,76,53,65,59,52
F,C,M,55,54,40,43,54
M,A,U,12,24,17,9,28
M,E,U,12,23,25,9,41
F,C,M,53,61,78,41,34
F,A,Y,21,71,68,16,30
M,B,U,14,36,17,11,27
F,B,Y,37,88,66,29,27
M,C,O,79,26,63,61,21
F,A,O,69,36,70,54,42
M,B,O,75,102,66,58,30
F,B,O,69,37,69,54,67
M,D,O,93,77,60,72,19
F,E,Y,34,81,74,26,35
M,E,M,60,20,65,47,48
M,A,O,74,55,87,58,43
F,B,U,15,99,24,12,66
F,C,U,12,109,20,9,33
M,D,U,7,90,21,5,48
F,A,M,47,51,58,37,37
M,E,O,84,113,68,65,30
M,D,Y,21,40,65,16,43
M,C,M,50,77,64,39,47
F,C,U,10,90,17,8,24
F,A,Y,18,78,61,14,29
F,C,O,99,40,64,77,41
F,D,Y,33,98,75,26,39
M,A,Y,36,22,66,28,34
M,D,M,54,114,57,42,32
M,E,U,12,20,29,9,49
M,C,U,11,47,23,9,48
F,B,Y,20,70,78,16,55
M,C,Y,26,88,63,20,25
M,C,U,10,23,24,8,29
M,C,O,81,36,75,63,52
F,D,U,7,98,23,5,48
M,A,M,47,76,72,37,37
F,C,U,7,101,16,5,22
M,D,Y,38,41,77,30,37
F,B,Y,34,73,56,26,62
M,C,Y,32,53,66,25,59
M,C,O,93,111,56,72,60
F,E,O,87,24,67,68,48
F,A,O,85,30,68,66,46
F,C,Y,17,70,57,13,23
F,A,O,86,41,63,67,47
